"gene","log2FC_LP","padj_LP","padj_manual_LP","log2FC_ML","padj_ML","padj_manual_ML"
"70835",1.73145895482252,2.25069189566967e-09,2.25069189566967e-09,2.61425260519222,1.14155871971225e-19,1.14155871971225e-19
"17984",-2.76703101358674,2.26040318032318e-09,2.26040318032318e-09,-4.08967058070347,2.07356970585481e-17,2.07356970585481e-17
"330959",0.912134653423358,2.32958705434705e-09,2.32958705434705e-09,0.592767118679815,0.000132284906431877,0.000132284906431877
"20187",-1.03415356495875,2.33451390079154e-09,2.33451390079154e-09,-0.729982115761099,2.51015685255763e-05,2.51015685255763e-05
"78816",1.12303550707627,2.42064335254877e-09,2.42064335254877e-09,1.03949518054154,3.05886698372287e-08,3.05886698372287e-08
"20308",2.76884072135352,2.48081332800999e-09,2.48081332800999e-09,0.96594491785984,0.0342456924243639,0.0342456924243639
"381085",1.33276788462342,2.49094918790441e-09,2.49094918790441e-09,0.675820888468697,0.0030852656443256,0.0030852656443256
"327762",-2.05152348803966,2.50125298416469e-09,2.50125298416469e-09,-1.46545869946704,8.52312169111679e-06,8.52312169111679e-06
"17305",-3.26647109798765,2.55331290289965e-09,2.55331290289965e-09,-2.80293157630172,1.13718202728897e-08,1.13718202728897e-08
"77809",-1.00120620778035,2.56964270209225e-09,2.56964270209225e-09,-0.897206387665384,7.41061204822914e-08,7.41061204822914e-08
"19361",-2.0360782467446,2.59785033230251e-09,2.59785033230251e-09,-1.8464462621809,4.43386921614333e-08,4.43386921614333e-08
"13447",2.26250650759398,2.61623568246062e-09,2.61623568246062e-09,0.787711914821294,0.0385499620691645,0.0385499620691645
"56496",-1.43776728543348,2.63140707108489e-09,2.63140707108489e-09,-1.72201094150765,7.66595855322611e-13,7.66595855322611e-13
"68794",-1.97980216941203,2.63361223497703e-09,2.63361223497703e-09,-1.1510995246247,0.000532484881010651,0.000532484881010651
"16559",-2.24280089832994,2.65795180219036e-09,2.65795180219036e-09,-2.431065001994,6.99637260540454e-11,6.99637260540454e-11
"227693",-0.97391632747773,2.69895767803873e-09,2.69895767803873e-09,-0.571943190588696,0.000550583621892671,0.000550583621892671
"632352",-1.12182438550326,2.76797768507604e-09,2.76797768507604e-09,-0.978837800104574,1.34324067343703e-07,1.34324067343703e-07
"16404",-1.89197550215458,2.77678157500339e-09,2.77678157500339e-09,-0.587144028690387,0.0594539132968709,0.0594539132968709
"223922",0.987617848143214,2.7909461239483e-09,2.7909461239483e-09,0.519453321119268,0.00237065083512586,0.00237065083512586
"20324",-2.67575255752814,2.8225915510291e-09,2.8225915510291e-09,-2.75104708706914,9.22018059104902e-10,9.22018059104902e-10
"242521",0.739298207454535,2.82673588025332e-09,2.82673588025332e-09,0.382337397242275,0.00292567993859797,0.00292567993859797
"240283",0.966955987205125,2.83184178220856e-09,2.83184178220856e-09,0.304947461607572,0.0786921648513753,0.0786921648513753
"67974",0.702858632205899,2.84644666615146e-09,2.84644666615146e-09,0.0879221490523606,0.527105693359592,0.527105693359592
"23942",-0.769261277383416,2.88271084899447e-09,2.88271084899447e-09,-0.680782253326908,1.81196903626257e-07,1.81196903626257e-07
"20249",4.0398382099668,2.9051811198114e-09,2.9051811198114e-09,1.97281595593846,0.00193599302820182,0.00193599302820182
"17999",-0.829453887558063,2.921483596823e-09,2.921483596823e-09,-1.16696568693142,2.77381604201242e-17,2.77381604201242e-17
"56695",-1.01947905816691,2.92198773610356e-09,2.92198773610356e-09,-0.908925036174245,9.51928667897478e-08,9.51928667897478e-08
"107029",-1.59070716537492,2.94275773054099e-09,2.94275773054099e-09,-1.58448564708735,2.82725742498593e-09,2.82725742498593e-09
"71562",1.29159066270558,3.03661855186933e-09,3.03661855186933e-09,1.16125985348078,9.24652374064853e-08,9.24652374064853e-08
"16580",-2.41921487656639,3.1332779311181e-09,3.1332779311181e-09,-1.84475188056945,2.95509714097033e-06,2.95509714097033e-06
"373864",-2.21063366317904,3.14597569256253e-09,3.14597569256253e-09,-3.18794554974391,6.5319741620178e-17,6.5319741620178e-17
"11803",-1.66737899453521,3.14861398273457e-09,3.14861398273457e-09,-2.00717521020246,9.72829000020831e-13,9.72829000020831e-13
"15254",-1.06020406299585,3.15330680550194e-09,3.15330680550194e-09,-0.0699787142237766,0.743088965580117,0.743088965580117
"72123",1.69645816550875,3.21262413388573e-09,3.21262413388573e-09,1.95601356202576,7.72453995171299e-12,7.72453995171299e-12
"229949",-3.17252077150178,3.23729735761792e-09,3.23729735761792e-09,-3.78405753643696,1.04056248518365e-11,1.04056248518365e-11
"170484",-2.9792515564203,3.28810281900313e-09,3.28810281900313e-09,-1.92894248942225,4.02548861820272e-06,4.02548861820272e-06
"224671",1.08095624119772,3.32958953303263e-09,3.32958953303263e-09,0.812254270838097,1.01758266271909e-05,1.01758266271909e-05
"19126",1.76792582112412,3.3518387691882e-09,3.3518387691882e-09,4.49541132106745,1.40020880371739e-51,1.40020880371739e-51
"68526",-1.79889606511865,3.3518387691882e-09,3.3518387691882e-09,0.027297397949936,0.94311002787349,0.94311002787349
"12993",7.01178229033138,3.36479708587565e-09,3.36479708587565e-09,1.8060707012384,0.0338339205672327,0.0338339205672327
"56745",2.01412299681673,3.3769606317618e-09,3.3769606317618e-09,1.61454477293026,2.00176526293754e-06,2.00176526293754e-06
"101489",0.770068268392718,3.38212073083303e-09,3.38212073083303e-09,0.543077421002279,3.77734188890768e-05,3.77734188890768e-05
"18218",2.17270797781002,3.45794466019055e-09,3.45794466019055e-09,0.582507445005086,0.117599978329441,0.117599978329441
"14048",-5.49597761768282,3.46368216921616e-09,3.46368216921616e-09,-6.54216373101157,7.72043828375753e-12,7.72043828375753e-12
"12991",6.62825423396282,3.46989343962e-09,3.46989343962e-09,2.63993007941559,0.00564963430618465,0.00564963430618465
"66098",-0.951574869616605,3.4700722287298e-09,3.4700722287298e-09,-0.596774412598977,0.000192839537626058,0.000192839537626058
"231912",-1.58557067730268,3.50533857055013e-09,3.50533857055013e-09,-0.875313215440912,0.000887392346902905,0.000887392346902905
"65960",-0.792816346081321,3.50852765006789e-09,3.50852765006789e-09,-0.925651278962765,4.61615557512392e-12,4.61615557512392e-12
"104418",1.21448262352513,3.5312333978361e-09,3.5312333978361e-09,-0.319452521940433,0.152005011090808,0.152005011090808
"65970",-1.09317876652284,3.58153868790645e-09,3.58153868790645e-09,-2.03139436798989,1.13406164224012e-28,1.13406164224012e-28
"19052",0.988088121206123,3.61925904401351e-09,3.61925904401351e-09,0.392423638172429,0.0253632192236097,0.0253632192236097
"232016",1.82211756504361,3.63809863010197e-09,3.63809863010197e-09,0.155441919162126,0.69750633050124,0.69750633050124
"381073",-1.9104748999675,3.63813283181734e-09,3.63813283181734e-09,-1.9320933084185,1.3297200356079e-09,1.3297200356079e-09
"68153",-1.10014459903469,3.63813283181734e-09,3.63813283181734e-09,-0.610083619360086,0.00121394352495054,0.00121394352495054
"12450",0.873128241324855,3.66261134539582e-09,3.66261134539582e-09,0.985236630855184,2.3065808500862e-11,2.3065808500862e-11
"18016",-0.674500781680926,3.69885355559519e-09,3.69885355559519e-09,-0.126278494340242,0.319760336158997,0.319760336158997
"20170",1.18253771280579,3.77284841538195e-09,3.77284841538195e-09,1.41656357456282,5.04822118033671e-13,5.04822118033671e-13
"17387",-1.16220874776655,3.92473292021036e-09,3.92473292021036e-09,0.288521866195468,0.159631034203585,0.159631034203585
"319653",-1.3653022017124,4.00799414101416e-09,4.00799414101416e-09,-1.13758414275104,5.3853363300771e-07,5.3853363300771e-07
"320100",-1.79514817729572,4.04558105956099e-09,4.04558105956099e-09,-2.70175524742808,1.49253868405501e-18,1.49253868405501e-18
"26380",2.69931826221393,4.06394448198364e-09,4.06394448198364e-09,5.98959280364745,6.62707707811472e-40,6.62707707811472e-40
"100503595",3.92066597123922,4.10548361830396e-09,4.10548361830396e-09,5.93648904176913,2.88829689094655e-19,2.88829689094655e-19
"208922",1.1497909953802,4.11402239613299e-09,4.11402239613299e-09,0.379313222494113,0.0677136136123476,0.0677136136123476
"11799",-1.74224709220706,4.20804469826256e-09,4.20804469826256e-09,-1.63622768714623,2.34099549838151e-08,2.34099549838151e-08
"237868",-3.12415731772499,4.27594963042579e-09,4.27594963042579e-09,-4.20978142456525,2.1681750640231e-13,2.1681750640231e-13
"170787",1.31358085671702,4.27594963042579e-09,4.27594963042579e-09,1.26713235476073,1.28271634065989e-08,1.28271634065989e-08
"19328",-0.896064727733267,4.28538377636624e-09,4.28538377636624e-09,-0.687377137530177,7.18605164387451e-06,7.18605164387451e-06
"94176",2.42647941569324,4.29315646312889e-09,4.29315646312889e-09,3.62053081046738,8.39154502106446e-19,8.39154502106446e-19
"13162",-4.40317547412351,4.3371140659297e-09,4.3371140659297e-09,-5.54336702471475,2.66658998770378e-10,2.66658998770378e-10
"11549",3.17778656474113,4.36003057931011e-09,4.36003057931011e-09,5.96220996266092,4.85112049391055e-28,4.85112049391055e-28
"72042",-2.25484621521429,4.36353925512722e-09,4.36353925512722e-09,-3.89802922618257,4.99496574146866e-24,4.99496574146866e-24
"20787",1.0280588757162,4.36509764062125e-09,4.36509764062125e-09,0.908368441390684,2.33753306877165e-07,2.33753306877165e-07
"56222",2.6505323745803,4.47946663685811e-09,4.47946663685811e-09,3.84483473170134,1.4196830371323e-17,1.4196830371323e-17
"67266",1.74487584752557,4.5175866809237e-09,4.5175866809237e-09,4.01905767508131,2.90969411922557e-42,2.90969411922557e-42
"19766",-1.48879722838473,4.52893983600536e-09,4.52893983600536e-09,-1.29894606030969,3.1068017253735e-07,3.1068017253735e-07
"11433",-1.30057438759959,4.5433718965969e-09,4.5433718965969e-09,-1.81955377066164,1.56543262939472e-16,1.56543262939472e-16
"626009",-1.84896028436084,4.55387103005008e-09,4.55387103005008e-09,-0.835467201658565,0.00645106800506359,0.00645106800506359
"100710",-0.758496783486428,4.60106882374021e-09,4.60106882374021e-09,-0.985849862448409,1.33799245572915e-14,1.33799245572915e-14
"234309",0.991988953204491,4.60842472700502e-09,4.60842472700502e-09,1.09896023211606,4.01203688515098e-11,4.01203688515098e-11
"20112",-2.0274046775121,4.67249957703859e-09,4.67249957703859e-09,-2.42436388146368,2.63949568902536e-12,2.63949568902536e-12
"546336",-1.67413168411357,4.74525064951142e-09,4.74525064951142e-09,-2.36705399269665,4.33424042252216e-16,4.33424042252216e-16
"170799",-2.96043508494392,4.74913335796689e-09,4.74913335796689e-09,-2.25002184053651,8.06898802777471e-07,8.06898802777471e-07
"207728",-1.37423172606592,4.78081913106999e-09,4.78081913106999e-09,-1.25136697366396,7.38368220864048e-08,7.38368220864048e-08
"16848",-2.41364249208532,4.78231491360617e-09,4.78231491360617e-09,-0.483451073380126,0.232060241924389,0.232060241924389
"241568",-5.58742065737492,4.84026150600705e-09,4.84026150600705e-09,-7.38755248148039,1.18419224525908e-09,1.18419224525908e-09
"211488",-0.89406109400732,4.86681704438126e-09,4.86681704438126e-09,-0.766859091371539,4.62528080507258e-07,4.62528080507258e-07
"70789",5.73759680627144,4.91443097120548e-09,4.91443097120548e-09,6.21082829510842,2.38422564223392e-10,2.38422564223392e-10
"329244",-4.3352869983579,4.93206688230954e-09,4.93206688230954e-09,-4.6586117724607,2.50671606030594e-10,2.50671606030594e-10
"72136",-1.89733530077376,4.9611552692272e-09,4.9611552692272e-09,-1.1617617050096,0.000235690538565773,0.000235690538565773
"331004",-2.84343102103342,5.02770581222297e-09,5.02770581222297e-09,-3.19682980044401,4.32414073998339e-11,4.32414073998339e-11
"215015",-0.817773634076709,5.03690055241137e-09,5.03690055241137e-09,0.166612136656406,0.309776314877248,0.309776314877248
"226075",0.897146047956398,5.05626230128079e-09,5.05626230128079e-09,0.879385085382713,9.15874680459709e-09,9.15874680459709e-09
"234673",-3.72049171968823,5.0646292930258e-09,5.0646292930258e-09,-5.2884225253871,2.06908199864211e-11,2.06908199864211e-11
"75612",1.0355427641328,5.16573839418297e-09,5.16573839418297e-09,1.60741484776316,3.6332492326427e-20,3.6332492326427e-20
"171207",1.52011079308997,5.18967001777691e-09,5.18967001777691e-09,1.81035670913367,1.52329352012122e-12,1.52329352012122e-12
"78508",-6.31616532466114,5.22536804741042e-09,5.22536804741042e-09,-9.86574154733459,2.20155784762836e-11,2.20155784762836e-11
"76507",3.01032021371694,5.25989809485953e-09,5.25989809485953e-09,6.80854140143556,8.61539644033304e-40,8.61539644033304e-40
"235330",-1.87059559922459,5.29394743269864e-09,5.29394743269864e-09,-0.724350186741912,0.0179875186120359,0.0179875186120359
"18569",0.894008548126173,5.33030686524118e-09,5.33030686524118e-09,1.29052661979113,1.05015312608372e-17,1.05015312608372e-17
"230405",7.49816048040845,5.33387185721417e-09,5.33387185721417e-09,3.05379593724868,0.00621822639737872,0.00621822639737872
"13726",-0.828221000951699,5.35092496727148e-09,5.35092496727148e-09,-0.865066499593253,7.87341437871543e-10,7.87341437871543e-10
"12444",-5.25812000667998,5.37087361403959e-09,5.37087361403959e-09,-4.6516929375196,1.5468897560141e-07,1.5468897560141e-07
"207781",0.843274781649902,5.42150805459994e-09,5.42150805459994e-09,0.655067430331685,6.77677286541388e-06,6.77677286541388e-06
"66515",-1.01743542371805,5.42315156207556e-09,5.42315156207556e-09,-0.86108075383239,7.98010457274793e-07,7.98010457274793e-07
"23966",2.21464314675121,5.43287232006168e-09,5.43287232006168e-09,1.47139937629448,9.44753121596177e-05,9.44753121596177e-05
"17952",2.44699519132671,5.46001408360831e-09,5.46001408360831e-09,4.42489146678006,1.79703868066253e-26,1.79703868066253e-26
"93691",1.88039736786917,5.48809786669645e-09,5.48809786669645e-09,-0.0823641733687411,0.826110887500751,0.826110887500751
"14362",-1.48075931576478,5.51073585457215e-09,5.51073585457215e-09,-2.37485260127806,5.6515506618088e-21,5.6515506618088e-21
"18739",0.981315618938687,5.54300919569851e-09,5.54300919569851e-09,0.571414225841056,0.000894012119128208,0.000894012119128208
"319998",-1.68823228174218,5.56689174759138e-09,5.56689174759138e-09,-2.14163445398862,1.46095016258076e-13,1.46095016258076e-13
"68275",-1.30453540392002,5.59750651591372e-09,5.59750651591372e-09,-0.710566152021774,0.00173682249506207,0.00173682249506207
"75410",0.984724345783972,5.61718764919449e-09,5.61718764919449e-09,0.718900727305234,2.50905725670362e-05,2.50905725670362e-05
"269642",2.84903700689606,5.68576462753432e-09,5.68576462753432e-09,0.0784537331107245,0.885565303712365,0.885565303712365
"67169",-1.16014100854267,5.84388273822946e-09,5.84388273822946e-09,-0.323221097182386,0.121333873295917,0.121333873295917
"20681",-2.6582705171696,5.89189043869132e-09,5.89189043869132e-09,-4.2315272902567,3.04986301612946e-19,3.04986301612946e-19
"226432",-0.859780769244471,5.91502677618628e-09,5.91502677618628e-09,-0.765147377441883,2.22325829280215e-07,2.22325829280215e-07
"233876",-1.47130703108145,5.93680867613997e-09,5.93680867613997e-09,-1.53858390801881,9.48986297314913e-10,9.48986297314913e-10
"57080",-0.987567105389977,5.96932422204165e-09,5.96932422204165e-09,-0.46835294247125,0.00590940466519852,0.00590940466519852
"70354",1.21842521260804,5.99961990338458e-09,5.99961990338458e-09,0.0102979697291128,0.968767439512046,0.968767439512046
"16670",-6.2916412879074,6.01985285279862e-09,6.01985285279862e-09,-3.70214132223892,1.6651038871617e-10,1.6651038871617e-10
"75758",-1.0292125716316,6.02253156430786e-09,6.02253156430786e-09,-0.675186360915829,0.000145127727208064,0.000145127727208064
"227154",-1.1739908103663,6.02253156430786e-09,6.02253156430786e-09,-0.659986838545192,0.000815521513225668,0.000815521513225668
"66617",-0.763349075638651,6.02253156430786e-09,6.02253156430786e-09,-0.417981802910322,0.00161192806808022,0.00161192806808022
"68936",-1.15143187446873,6.04195459958941e-09,6.04195459958941e-09,-0.722166733793941,0.000253256791380899,0.000253256791380899
"14697",1.29150320026575,6.06149539513399e-09,6.06149539513399e-09,2.31700183022072,1.49321169063402e-26,1.49321169063402e-26
"78257",-7.12482361552042,6.1186390686627e-09,6.1186390686627e-09,-5.22835975047841,2.13235138649811e-12,2.13235138649811e-12
"11804",-0.78382609066222,6.11935510260164e-09,6.11935510260164e-09,-1.00897581295048,3.93815507355042e-14,3.93815507355042e-14
"234776",1.38688806881019,6.13254096446578e-09,6.13254096446578e-09,1.07198596183445,7.5340417774765e-06,7.5340417774765e-06
"237082",-0.758725204530244,6.135847887839e-09,6.135847887839e-09,-1.14754657447929,4.94183565151403e-19,4.94183565151403e-19
"22259",1.34108805791204,6.14418914896321e-09,6.14418914896321e-09,1.69359975787258,5.43117409836053e-14,5.43117409836053e-14
"18024",-0.820641253786209,6.15569029184741e-09,6.15569029184741e-09,-0.781507734692329,2.28254188656477e-08,2.28254188656477e-08
"70852",1.78413543137239,6.20395362617399e-09,6.20395362617399e-09,0.204060567764515,0.569172206549123,0.569172206549123
"78266",1.08731921499204,6.24845520006677e-09,6.24845520006677e-09,1.03817434296755,2.34335666592708e-08,2.34335666592708e-08
"625249",1.46113193957234,6.27632955978476e-09,6.27632955978476e-09,0.585130072780188,0.024944361508771,0.024944361508771
"226041",-1.52670148940687,6.28058576654227e-09,6.28058576654227e-09,-2.51192155044127,8.76530972213171e-22,8.76530972213171e-22
"69068",1.43694783599917,6.31199078782874e-09,6.31199078782874e-09,1.13933071034891,4.31139311646157e-06,4.31139311646157e-06
"268930",-1.14277537116571,6.41452922210589e-09,6.41452922210589e-09,-1.06168662189979,4.66390270695672e-08,4.66390270695672e-08
"117149",1.24527192179744,6.4672826558438e-09,6.4672826558438e-09,1.80682756415071,1.66257533946861e-17,1.66257533946861e-17
"12189",-1.13743343382721,6.52387282686372e-09,6.52387282686372e-09,-0.785066175485751,5.18424100555214e-05,5.18424100555214e-05
"622675",-0.898527110887447,6.63983463031646e-09,6.63983463031646e-09,-0.580733154935379,0.000213717574819801,0.000213717574819801
"13800",0.908814758821635,6.66289776828758e-09,6.66289776828758e-09,0.908025026683161,5.83472833214776e-09,5.83472833214776e-09
"22770",1.07575371523522,6.6861194200793e-09,6.6861194200793e-09,0.701141110214133,0.000193953621336694,0.000193953621336694
"100503822",1.2311181563188,6.69647114786998e-09,6.69647114786998e-09,0.798062431686376,0.000207508601349415,0.000207508601349415
"237749",7.43176464299416,6.75358028440085e-09,6.75358028440085e-09,3.02364743039464,0.00712297603444963,0.00712297603444963
"225010",-1.15648403054153,6.8648375028321e-09,6.8648375028321e-09,-1.21649262476376,8.79439642058106e-10,8.79439642058106e-10
"100039795",-1.96758806793774,6.8721950349397e-09,6.8721950349397e-09,-2.71180168953863,2.70511629034017e-15,2.70511629034017e-15
"272009",-1.5924022983088,6.9703870038889e-09,6.9703870038889e-09,-2.56213395744445,1.06705891480722e-18,1.06705891480722e-18
"98386",-0.818122336324685,7.03262782812806e-09,7.03262782812806e-09,-1.21343995474459,3.21852199000449e-18,3.21852199000449e-18
"84113",-0.652836776912628,7.07479451705014e-09,7.07479451705014e-09,-0.313587091752659,0.00707114832785724,0.00707114832785724
"66089",0.651379927313918,7.26993230702863e-09,7.26993230702863e-09,0.494428799137083,1.24853513895484e-05,1.24853513895484e-05
"67711",-1.06827310037398,7.36113288120784e-09,7.36113288120784e-09,-0.488721382133992,0.0108721367472197,0.0108721367472197
"226527",1.61983955116356,7.44077507254125e-09,7.44077507254125e-09,1.1893040585852,2.31138319332228e-05,2.31138319332228e-05
"67469",1.98945398948338,7.6044274266607e-09,7.6044274266607e-09,1.33204470216137,0.000106928933384818,0.000106928933384818
"230721",1.24113758589409,7.71319113785727e-09,7.71319113785727e-09,0.585560575663524,0.00842589454354735,0.00842589454354735
"108671",-1.41005738649414,7.71594092246976e-09,7.71594092246976e-09,-1.28064632567816,1.34324067343703e-07,1.34324067343703e-07
"21351",0.810277678599104,7.77291659656759e-09,7.77291659656759e-09,1.15230393964618,7.65740270131266e-17,7.65740270131266e-17
"73016",-4.37544743605389,7.81002533743674e-09,7.81002533743674e-09,-2.83862738503054,1.30009290562992e-05,1.30009290562992e-05
"16372",1.23374341731651,7.88914901955117e-09,7.88914901955117e-09,0.287199660269201,0.206123130147445,0.206123130147445
"12946",0.840465897813908,7.9339533879952e-09,7.9339533879952e-09,0.423334466819451,0.00492501010580039,0.00492501010580039
"56278",1.0218951436618,7.96175486682543e-09,7.96175486682543e-09,0.714228877031723,6.6127066766829e-05,6.6127066766829e-05
"237928",-4.79054859527702,8.21893247884731e-09,8.21893247884731e-09,-3.43822780358873,3.90208473770462e-08,3.90208473770462e-08
"100861953",-4.83607221787433,8.22737205060768e-09,8.22737205060768e-09,-4.85923151643056,3.19862644733606e-10,3.19862644733606e-10
"26358",-3.5248129740572,8.26040703675002e-09,8.26040703675002e-09,-1.42391472568529,0.00995277412467997,0.00995277412467997
"22634",1.40506909716968,8.28078279341307e-09,8.28078279341307e-09,-0.319534723193495,0.228695127707553,0.228695127707553
"60364",1.22568747760236,8.36813799120562e-09,8.36813799120562e-09,0.115290669990709,0.64600579714139,0.64600579714139
"16728",1.49436522067539,8.51141017617437e-09,8.51141017617437e-09,1.4286724781508,2.80274488963946e-08,2.80274488963946e-08
"74741",0.821090208280283,8.51141017617437e-09,8.51141017617437e-09,0.653803844770016,4.63169722017746e-06,4.63169722017746e-06
"100503615",2.30054683277959,8.55162673156439e-09,8.55162673156439e-09,1.81886808306731,4.94889904389679e-06,4.94889904389679e-06
"11938",-1.2455351750299,8.56695259737759e-09,8.56695259737759e-09,-0.66002902558126,0.00278279996802919,0.00278279996802919
"16440",0.981276115597214,8.63465148278724e-09,8.63465148278724e-09,1.2559059746101,1.00185657297384e-13,1.00185657297384e-13
"54393",-1.75155236412847,8.69176462007823e-09,8.69176462007823e-09,-1.07509325907015,0.000393362539884377,0.000393362539884377
"387314",1.96561201157807,8.73011287401267e-09,8.73011287401267e-09,0.10487867054019,0.793042800028595,0.793042800028595
"195018",0.950993577326718,8.9122485040471e-09,8.9122485040471e-09,0.570402157653057,0.000726970128875006,0.000726970128875006
"27221",-1.73923299112774,9.09024906479615e-09,9.09024906479615e-09,-1.38735003168048,3.92206453189597e-06,3.92206453189597e-06
"100502586",-1.91888318854161,9.09710035116406e-09,9.09710035116406e-09,-2.141201200828,6.98663161750257e-11,6.98663161750257e-11
"68729",-0.839286237352466,9.22642768285036e-09,9.22642768285036e-09,-0.56837303175449,0.000110306903795816,0.000110306903795816
"78906",2.00668708494328,9.27821676087744e-09,9.27821676087744e-09,1.4135809477949,4.9524487004693e-05,4.9524487004693e-05
"69071",-1.37148724392837,9.28027098428453e-09,9.28027098428453e-09,-0.533435050741838,0.02800523120139,0.02800523120139
"68018",1.07683026562548,9.29132453466899e-09,9.29132453466899e-09,1.40446437290987,3.96825381356705e-14,3.96825381356705e-14
"101631",1.5394958592302,9.29132453466899e-09,9.29132453466899e-09,1.49754685822706,2.30360149776293e-08,2.30360149776293e-08
"13008",-1.50864885455922,9.35525435092273e-09,9.35525435092273e-09,-2.24812639097884,1.60722510781873e-17,1.60722510781873e-17
"14794",1.69278888193318,9.41362034301052e-09,9.41362034301052e-09,2.19878480097192,5.12301030225174e-14,5.12301030225174e-14
"100114901",4.2960428897782,9.57981359121419e-09,9.57981359121419e-09,6.55996868083814,1.50944262936565e-18,1.50944262936565e-18
"72057",-1.2144484407312,9.62220855184091e-09,9.62220855184091e-09,-1.44379506763862,6.94808574093146e-12,6.94808574093146e-12
"20672",-2.7819605307693,9.62220855184091e-09,9.62220855184091e-09,-1.88304757080365,1.221180486291e-05,1.221180486291e-05
"12841",-1.99274115948526,9.62235552792273e-09,9.62235552792273e-09,-3.62799706107108,2.20400330257651e-25,2.20400330257651e-25
"19823",-0.991388898564005,9.6321429573036e-09,9.6321429573036e-09,-0.77099617154495,8.88538511657406e-06,8.88538511657406e-06
"14886",-0.948455195090002,9.6541030582506e-09,9.6541030582506e-09,-0.686339151513933,3.98407736912581e-05,3.98407736912581e-05
"11812",-1.62978103238583,9.66196589178545e-09,9.66196589178545e-09,-2.14495971828266,4.32701039278683e-14,4.32701039278683e-14
"69930",1.14283257646002,9.72388970316296e-09,9.72388970316296e-09,0.554657903165115,0.0069632270484454,0.0069632270484454
"231004",-2.01087245506579,9.76380550075804e-09,9.76380550075804e-09,-1.95280354680244,5.14835601121813e-09,5.14835601121813e-09
"73327",1.60932933428367,9.79664932580224e-09,9.79664932580224e-09,0.410698956280033,0.168815589586124,0.168815589586124
"16396",0.64990714504497,9.88566944554051e-09,9.88566944554051e-09,0.288389835213634,0.014450370145158,0.014450370145158
"66395",1.50730764609105,1.00173593748471e-08,1.00173593748471e-08,0.882444236741443,0.000890730358667741,0.000890730358667741
"16415",8.34706216691231,1.01922258921599e-08,1.01922258921599e-08,6.88721213844637,1.62080602679554e-06,1.62080602679554e-06
"329934",-2.07776492855876,1.02319420434766e-08,1.02319420434766e-08,-0.765196579254437,0.0194002270409175,0.0194002270409175
"209011",1.14332988484381,1.03362876643209e-08,1.03362876643209e-08,1.42240645286325,5.95060643252375e-13,5.95060643252375e-13
"13180",-1.30708056963697,1.03596408251285e-08,1.03596408251285e-08,-1.7300618558654,3.51429008690074e-14,3.51429008690074e-14
"105348",0.954122337633727,1.03815785674313e-08,1.03815785674313e-08,0.607636259296234,0.000338091736571556,0.000338091736571556
"212531",1.03272262877531,1.04007667762924e-08,1.04007667762924e-08,1.84623657391137,1.47847074394435e-25,1.47847074394435e-25
"230903",1.47295826546605,1.05659132104081e-08,1.05659132104081e-08,2.56583358170824,2.71798428386407e-24,2.71798428386407e-24
"18392",-1.84999791406219,1.07454274126852e-08,1.07454274126852e-08,-1.76317208046147,2.66233109543215e-08,2.66233109543215e-08
"21885",-1.47146245694639,1.07465109312549e-08,1.07465109312549e-08,-1.56254485336497,1.07982738577998e-09,1.07982738577998e-09
"15205",2.2286762898269,1.07966347307755e-08,1.07966347307755e-08,2.1169268712728,5.1122863820671e-08,5.1122863820671e-08
"69861",3.86729181876965,1.0927331172105e-08,1.0927331172105e-08,1.54508211736805,0.0141349474364153,0.0141349474364153
"76478",-1.26410524472448,1.1002347174591e-08,1.1002347174591e-08,-1.70091827732088,1.1389243565469e-14,1.1389243565469e-14
"70676",-1.72170127286198,1.10298698278212e-08,1.10298698278212e-08,-2.9925880989334,6.96815955949505e-23,6.96815955949505e-23
"20878",-1.758184520865,1.11461277437908e-08,1.11461277437908e-08,-0.990442742078182,0.00107736422794496,0.00107736422794496
"207839",-4.82747818733889,1.11505533383727e-08,1.11505533383727e-08,-1.98898857091121,0.00125463218427846,0.00125463218427846
"15360",2.79519078762614,1.11779702557001e-08,1.11779702557001e-08,5.32193312248889,2.83858489709972e-27,2.83858489709972e-27
"214552",-0.740576313966437,1.11787265619512e-08,1.11787265619512e-08,-0.668264900356252,2.24382983772684e-07,2.24382983772684e-07
"18393",-0.79511185804451,1.14449413649184e-08,1.14449413649184e-08,-0.532350814551159,0.000136429928064548,0.000136429928064548
"67217",-1.42233528164816,1.14647425776984e-08,1.14647425776984e-08,-1.53352422581916,5.80518860219468e-10,5.80518860219468e-10
"20350",-1.76562042655311,1.14707959579227e-08,1.14707959579227e-08,0.31552684972159,0.336400919604971,0.336400919604971
"20446",-1.07498962232087,1.15420531985356e-08,1.15420531985356e-08,0.373240613305622,0.0562731357039927,0.0562731357039927
"70296",1.14631329565661,1.15607556088807e-08,1.15607556088807e-08,1.32118556413843,3.05681235043423e-11,3.05681235043423e-11
"245595",-1.46305292859328,1.16243857841512e-08,1.16243857841512e-08,-2.3300641884613,1.74496618348482e-19,1.74496618348482e-19
"74549",0.748113960959593,1.16243857841512e-08,1.16243857841512e-08,0.766690643226597,3.57148911270178e-09,3.57148911270178e-09
"14718",1.64272416154811,1.16688027429746e-08,1.16688027429746e-08,2.68483268577744,6.24964710943029e-21,6.24964710943029e-21
