"","GSM1545538","GSM1545539","GSM1545542","GSM1545535","GSM1545541","GSM1545545","GSM1545536","GSM1545540","GSM1545544"
"170771",6.70496936656531,6.14805679947145,6.3239390588626,5.22521032850415,5.22521032850415,5.22521032850415,5.47572296278929,5.22521032850415,5.22521032850415
"19076",10.3972687571138,10.395420306587,9.89492630340505,9.40452020227558,9.09947585045553,9.23897242401043,9.38499328255952,9.34416464123863,9.14798338301019
"67503",6.21730269513163,5.81476086620319,5.95817992899445,6.14305169008027,5.86745068527611,5.71138031963065,6.08147864501558,5.78762636515217,5.85316418891233
"19335",9.38273987024922,9.59414085621936,9.31557636273117,8.44446009634504,8.83796705075133,8.60993452227447,9.02202688584228,9.16563933497166,8.84150465300567
"213539",10.6372682646428,10.9131475101758,10.9105524100613,9.48432338022607,10.0508466903956,9.9212608312342,9.80617312347191,10.0598692646295,9.69847390314906
"98403",10.078506443275,9.88544036166104,10.6716119784084,10.4993090240997,10.8002807187082,10.4720128294338,9.81708324684015,10.0704542636832,9.89158388598792
"433287",9.02366133948019,8.93662743665442,8.99842432054644,8.5311939374212,8.62691050918381,8.4846944210231,8.84422616977348,8.72703885788074,8.77142658075248
"320705",5.73767281700255,5.91475755204146,6.01128145434824,5.84962263488685,6.14780763649231,6.05959395591851,5.83505898256763,5.99795911386149,5.85316418891233
"13518",15.656094776731,16.2591955735911,16.5617948639283,14.0847392775458,14.9016030607398,14.4058550768816,15.3474163987397,15.2441280336885,15.3592956949241
"69668",8.65278232031754,8.78589615700366,8.73955029380173,8.82857805269029,9.22885120115103,8.8982019811041,8.54286541620998,8.91831344287198,8.65287902002009
"27993",10.8657865687367,10.7077919008241,10.6716119784084,10.8051557613273,10.7669601403623,10.6229217983839,10.6834330403268,10.7647941450755,10.4533806305174
"52318",9.35590067062426,9.34746094046109,9.60779582837745,9.7075326863951,9.8880327934524,9.61632169479481,9.48427014310477,9.79717961458547,9.53969812699873
"19253",7.04854067648531,7.06660099269855,7.10311080326185,11.8872916823947,11.7355210376172,11.672791563256,10.7293395791942,10.8251643975152,10.5535963570308
"21755",5.22521032850415,5.22521032850415,5.22521032850415,6.41769860608977,6.64399833699005,5.90958158616375,5.65803126204762,5.78762636515217,5.22521032850415
"226970",9.62292624081138,9.50712018912498,9.79601394823662,8.09404123174417,7.99706373579945,7.99933753642839,7.48326526642361,7.67265070685142,7.61060401640786
"214469",13.5219603759324,13.7173117989063,13.4798504513827,13.322850117307,13.3002449948464,13.0711418038141,12.9917972774012,13.2312648573086,13.0965419053747
"226971",10.3811305243152,10.4898577870215,10.7852070155468,11.0142781146186,11.2246720502242,11.31790018924,12.6063486173509,12.3064681745241,12.3464382075425
"50785",12.9964833997196,13.0657513233239,13.0484687874381,13.1972893033512,13.2936550667791,12.5866075750819,11.8500042699794,12.7212813289389,11.4765925079487
"320011",12.8554421891373,12.9782890329644,12.7467230213316,12.4593436329423,12.5224504428604,12.4807238193889,13.0970110443255,12.9961528770952,12.8617124502514
"214854",7.0158281203482,6.95036121761283,7.57881528333974,6.38752713256263,6.61842003253481,6.73780743792449,6.41960539761297,6.68807657239408,6.98606911758764
"214855",13.9165147252651,14.4343536851555,13.9400664906552,12.5528810070279,12.9083332502792,12.4006047214534,13.1226608288449,13.052344276413,13.306668140351
"226976",11.8586179272649,11.8402118637105,12.2152297801685,12.3305001695884,12.505721495333,12.1756956349033,12.0509921034755,12.1800404022895,12.0142802153114
"214895",9.66964051451436,9.74848936787576,9.58511649469451,10.4633721187054,10.2498911929174,10.2861737944002,11.0702023297841,10.8605340868376,11.0054639823441
"94220",11.4050799647195,11.6478542232654,11.0436135593429,11.1121815431053,11.1327336708463,10.5971783984214,10.6584055566645,10.6514770010237,10.081135858922
"94218",9.08497724371033,9.33153963427251,8.78526562623279,10.1012040606494,9.49985846908057,9.92445230056516,10.044480537509,9.90917667373916,10.0248501070686
"78321",7.96849957208366,7.92143835679811,8.2872572351419,8.16859876827487,8.21030022387325,8.54452241059288,8.97064777924732,8.53912388968151,9.03316199957378
"109346",8.17681572666223,8.07649327391329,8.06415009656084,8.23245370706034,7.97955761550268,8.4846944210231,8.88993341526061,8.50592849649885,9.13875944359399
"20353",13.0032040619309,12.4354510201826,12.921293846775,13.0513067168064,13.1351874578258,12.6615712814439,14.069953541941,13.991039935889,14.069092438084
"381337",7.16403915280237,6.73939074921093,6.84555857196714,7.10024310736338,6.71733340694161,6.86287324725749,7.36358247260679,7.37822078204081,7.70383426363782
"12859",9.21027344305675,9.2936871699451,8.98545319149614,8.72971826232443,9.048805734985,8.99284160484805,9.44959760895496,9.30157601303767,9.3651045684754
"226977",12.3332380339254,12.2651344829143,12.3871525287218,11.9745933341057,11.9001840928694,11.7331059081732,12.0417355709884,11.9905930932018,11.9799768966556
"71166",6.01801724161373,5.88322527924258,6.23206535443244,5.78456100564912,5.72431291021076,5.56979371053756,5.57904643805245,5.70565999193835,5.77009311209591
"22637",6.14344140785569,6.02772755768979,6.58323281111251,5.62196151104058,5.76386094870579,5.71138031963065,5.57904643805245,5.67488698029971,5.22521032850415
"56030",12.6067730929166,12.7442903587388,12.6561709811984,12.3059699178142,12.1633900882081,12.2139654128586,12.1901510106536,12.3490637248563,12.2409513263865
"70853",5.89371744667986,5.91475755204146,5.92999391858105,5.62196151104058,5.6812015921747,5.22521032850415,5.92769705487953,5.70565999193835,6.05116213792249
"12790",6.39332841507213,6.4150637796284,6.81317550560245,5.50619634745793,5.57900451495783,5.22521032850415,5.65803126204762,5.56572068725179,5.54104061137885
"269180",10.7917177050832,10.641371527502,11.0910720544911,10.3179999154253,10.3340747648495,9.99899743269476,9.78595361965107,9.76884635309266,9.65394915352951
"76178",11.0181739540451,11.3023473427915,10.800026120077,11.9674311765091,11.7850448835645,11.7909990085726,12.1280919424208,12.0592613099253,12.0690953703344
"67387",9.75988177684988,9.72704326222702,9.78113324638708,9.86142294097436,10.2054181383952,9.90842366726876,10.3796252326487,10.3066043018418,10.2782067379654
"269181",10.7608771967689,11.033596663625,10.9614196519386,12.9087699133574,13.3859256573645,12.3084730420475,10.808821445169,11.7027961562984,10.1283522558777
"77633",8.70834383248643,8.47211182020292,8.61556217057065,8.33280176498486,8.6516685882582,8.24753498569745,8.17658084830809,8.39003439232087,7.83848811732857
"72097",6.73694505552732,6.7753647606789,6.64853674044882,11.5179616757793,10.9308207790402,11.1360097339757,10.4242668000939,10.618218163047,10.3674718034492
"211484",6.87534099563872,6.66378719484701,6.94747476597472,7.6238934751579,7.52371711898601,7.60070777142192,7.49276431354944,7.39720304770537,7.66466570824923
"623661",6.97366321917311,6.72714049474565,7.05040889476872,7.36216317793835,7.0537664012578,7.60070777142192,7.3530963370696,7.11380463973685,7.41804325438414
"69028",8.73881218038959,8.62896377620697,8.79522801432978,8.03137465599764,7.96182667436841,8.56940760284859,8.43263529356608,8.13039251127929,9.03813504366266
"107734",10.1616204774473,10.2012803209904,9.96131782694282,9.66760592264616,9.44303634819149,9.71551914410096,9.98930538587986,9.98574944536396,10.109651146183
"98258",10.7362973229452,10.7408904047203,10.9297683885076,11.3667249432978,11.6385829727181,11.4944874884658,10.9850134648375,11.3799127224002,11.1125744095521
"226982",12.8329836734457,12.4831168216694,13.186040757088,13.1931290580417,13.4260909477079,13.2202395858493,12.2974238836789,12.9266702355416,12.6638419065917
"56210",10.0294377927134,9.72298624298778,10.4045554720086,10.0400256142691,10.3449922027355,9.89547089843846,9.4956439218089,9.76189275158439,9.9320774338898
"16764",9.04439380231534,9.41950796875408,9.27003454477341,6.38752713256263,7.13960052956543,6.89214307877147,6.57228779254938,6.01570689189598,6.41670742713287
"98388",6.86598501098203,7.00015012171196,6.46952086345497,6.98152650674305,6.43504715073951,6.55882999367156,6.39576341031488,6.32998635602235,6.20689978316985
"68833",11.5069018751704,11.4225095615678,11.5262823834671,11.0290993157145,10.9924439631202,11.4465179464429,11.4549204971758,11.2320232702421,11.4738558451834
"18143",6.34855176227581,6.53953378306431,6.49914706067333,9.98020802586115,10.0280898410055,9.97765120935065,8.80804034463328,9.13224285273096,8.65287902002009
"114641",9.28651768285044,8.86448882397891,8.89582713006384,9.1598518626374,9.03637273130373,8.67245874207265,9.24363417242456,8.99175156329647,8.54473747276743
"54610",9.63040393297252,9.78656310167219,9.67510366032925,11.619367978436,11.9210836405859,11.5062346533944,11.4859685034594,11.5137785868517,11.3998555003108
"52846",10.7506389077589,10.8396025300676,10.9002745905748,9.57078946981421,10.0353697671007,9.53087682633516,9.62553178525238,9.95408385560871,9.63115834842833
"100217461",6.97366321917311,6.67675108078126,7.09448142182917,6.8297992204293,6.70544319788339,6.05959395591851,6.17918567198602,5.96105694239915,6.10653028505596
"67702",12.9461764331016,12.5594708977133,13.1337699199477,12.1969052570204,12.6672157129822,11.9139420724459,11.3444353368827,11.7618314605098,11.2585947283284
"263764",7.14924301597461,7.09401707256104,7.46707789461,5.62196151104058,5.72431291021076,5.22521032850415,5.22521032850415,5.39576163828459,5.22521032850415
"26921",13.7575265553539,13.5311847818004,13.6357457182862,13.594763033907,13.2728241601021,13.2852045925913,12.7207229835102,13.0604989658248,12.7975084094431
"16178",6.10385284467196,6.46355911131582,6.60983213332875,6.25615067665804,7.37376763327557,6.83285397070419,6.68752695558494,6.0826841729831,6.73734368487685
"16177",8.77543635106318,9.05362568605625,9.49368564654376,10.776160503159,10.6295211471462,10.9607943383835,11.134034392738,10.8482941442044,11.1968677069304
"107527",9.35288727857496,9.27159948501249,9.28067344385875,8.55345095308794,8.5988844874954,8.65708428323182,8.47034332110633,8.44588991060097,8.62660778564479
"17082",7.04044402986592,7.17282115970471,7.95571447015292,6.41769860608977,6.94216062436155,6.55882999367156,6.26662305196504,6.15896897419573,6.58910724871176
"16182",7.10377631983324,7.29413921083165,7.80316133050543,9.80044525451151,10.1297204717188,10.3397153057828,10.7322207279168,10.6330418519104,11.1519165586083
"16174",5.89371744667986,5.91475755204146,6.19245305673898,7.68717752342479,7.16424023713771,6.55882999367156,7.69441448622034,6.679611757784,6.55685518329109
"110895",5.73767281700255,5.81476086620319,6.12929067767358,7.42636866896744,7.43449516137451,6.86287324725749,6.23844543433965,6.42124344815825,5.54104061137885
"226999",6.56686445227776,6.68956428829384,6.45437496977976,8.37101435507557,8.19529810931483,7.94902085818002,6.96167526527079,7.2993925335912,6.73734368487685
"211798",7.12671641964146,7.30183235279691,6.8666579091926,7.84276351159377,7.47985913891322,7.74198193379208,7.65308379388305,7.62192434044702,7.26598549671909
"381339",6.40780163428657,5.88322527924258,6.17193110014289,5.50619634745793,5.22521032850415,5.56979371053756,5.47572296278929,5.56572068725179,5.925931319907
"69527",10.2627970578297,10.1478569101204,9.87638077886365,10.3356032061783,10.0144714832584,10.3587017982198,10.4099394840384,10.2218091951539,10.5484007554685
"73122",10.0794163739633,10.5874255299648,10.1233919873969,10.5874197601518,10.8606075509407,10.411933904957,10.4836165956122,10.7269632467712,10.6244337403515
"98404",9.44206072635305,9.92716351344362,9.22115642158031,9.02377273130049,9.00905736030102,9.15429121784558,9.64812068438906,9.58206118701295,9.81857541095848
"14200",11.801924998396,11.6528297841755,12.5502730213893,10.5699530539015,10.3256200592934,10.9869491428084,10.8070007619778,9.85549332816601,10.1329898157114
"666642",9.84050093058559,9.59265876075368,9.62735062484647,9.36132369319136,9.49231004546298,9.1759359594477,9.60258192710007,9.69592502064909,9.34521553472311
"17974",11.7622867292792,11.8414575725102,11.6162242189284,12.2768828807916,12.3448959472878,12.6379846366208,14.0724175784458,13.5168481475175,13.9983440580299
"100861934",5.70001099629654,5.73665364473357,5.76569990121944,6.1824572688342,6.45038182992623,6.38983994954719,6.17918567198602,6.14428202808946,6.68042529498206
"78896",12.5353757310073,12.7807830112797,12.4816801051014,7.60211901195235,7.73427772528749,7.46125359755141,7.04503816820507,7.10791029261589,6.65083034947688
"67883",9.02366133948019,8.6376706461879,8.47033774609623,8.89954371014977,8.8331751779111,9.00499882895115,9.86167149280275,9.65051542463768,9.66039494286374
"100503192",10.5006963810351,10.3070439274352,10.0713693019593,10.9575590391769,10.5446678847324,10.4073823285246,10.9308728482211,10.6037259932735,10.46445758732
"22019",12.428512482399,12.0733087714858,12.8948010119607,12.2488860135109,12.7215105024447,12.5223326439298,11.8588160030196,12.2023235961779,12.2285594779247
"75623",9.76328552343527,9.76041364035703,9.40739459517679,9.55171513120512,9.76325146307698,9.52667836712022,9.1630723879833,9.4202074746923,8.96165674039981
"72050",11.2396884760121,11.30505909733,11.151050987124,8.82402303297571,9.15417227968555,9.18663675206544,9.13420621684856,9.43012169154229,9.58446219662288
"246229",8.66015407329727,8.95294720527098,8.17246074204974,8.57536314338151,8.26874910919861,8.85179026808979,9.0125331183823,8.86227459186799,8.93522512994781
"22592",10.4268704602841,10.6146509483382,10.5836981549682,10.012419889038,9.92434602539604,10.2886511723942,9.69028280871836,9.74524185925717,9.88609757452779
"70676",10.670235153365,10.4322877382566,10.8441865697515,9.07058706048925,8.9505981439019,9.04675192482994,7.71861922399331,8.48264557141251,7.58273385831798
"12825",12.8004189727616,13.4833135014446,13.6977829454936,11.9751035585631,14.5853396681121,13.4009733858571,13.5028069386656,11.1789356222062,11.3931116227934
"12832",13.3592713100863,13.6020693259244,13.4542302479859,8.93374361213041,11.2445297111705,10.1993019761782,9.96989040622953,8.15756069467758,8.71650402492686
"73674",11.1921532813638,11.0546992187723,11.6659307390922,10.4921929968912,10.8786284913913,10.5891639303168,10.5006170539612,10.7126292259489,10.6713891889784
"433297",11.6026391043273,12.010739741887,11.6899903403217,10.5162454478457,10.5490313411894,10.716020129875,10.4790490550071,10.6613067978363,10.5877630370509
"53945",7.1859124544941,7.75212073148981,7.52412133430193,8.11683079827093,7.97072062316601,8.09479291381226,8.74432963801993,8.72703885788074,8.73504844466775
"227058",8.5076271741515,8.23147963668876,9.12006540924367,6.14305169008027,6.41947077657903,6.70426993523672,7.31028293531352,6.95726231363323,7.19217322542304
"100101919",6.50358010511302,6.50981696482722,6.66113789802616,5.62196151104058,5.51432244982972,5.71138031963065,5.65803126204762,5.83592973544198,5.925931319907
"227059",12.6161982543116,12.384661740939,12.7675975024504,9.40452020227558,10.1924550994217,9.94345383337113,10.2715061861546,10.4625437314347,10.6569798544906
"56363",8.0002452302691,7.96887669423122,7.96918496896106,6.63125451468156,7.4476165136076,7.15135172630674,6.87210554121734,5.90160097082642,5.99134498890375
"20324",12.8755956660349,12.8820057536111,12.5847212347167,9.54070062926525,9.15800026604743,10.9150520829644,9.42124324774518,9.80650128409079,10.5622142770828
"109019",11.6986398580907,11.8731695547145,11.6011481956642,14.0425242993317,13.3734805717093,13.6076423731521,13.6290758835236,12.5140920898026,13.3368473569001
"100045066",5.4197753729826,5.43491658356887,5.43051967467393,6.67852532788075,6.22873336289905,6.59707063040075,6.63144003395359,6.01570689189598,6.45361060690569
"17912",11.6660338231874,11.4070266944237,11.7417416358607,11.6036145044303,11.793340279486,12.0183030266763,12.4096144059256,12.1597199162944,12.5424273474234
"20849",5.99489967370682,6.00116347025986,6.23206535443244,6.0114495602967,6.14780763649231,6.55882999367156,6.74090739856571,6.89556230862442,6.89279624219675
"100042634",6.21730269513163,6.4314944774173,6.37495019827486,6.14305169008027,6.49502542056371,6.05959395591851,6.04599653378253,6.42124344815825,5.925931319907
"20846",10.421859378518,10.2925323906581,10.645180894998,10.832453002968,10.8226747607969,10.9166538024747,11.3998302598504,11.2339059791644,11.3319619356424
"14660",13.7032848566535,13.4680724028232,13.81248470391,13.1463301074791,13.4902344220157,13.1552655163109,12.5195519968974,12.7717139634547,12.8377921842469
"17936",12.0301376652183,11.583794516864,12.0360004122469,13.4409400810945,13.4560057311489,13.132021913873,12.3090438108245,12.8222164478015,12.3906317714038
"227094",8.30229041132332,8.28078418003755,8.00011413208011,8.65977067365194,8.09769157814253,8.78980488128929,9.01886930578191,8.48690748904424,9.25852907051469
"98682",10.8861941729368,11.2295142986492,10.9870052741161,13.0172806031248,12.9509743117256,12.6800725399527,11.9198776965447,12.3359785112368,11.8509447591782
"16329",9.5071751654704,9.54133501584797,9.24489870024438,9.72951334431993,9.44460204584336,9.84583173809581,9.03771089161516,8.96008656352972,8.90284654602798
"227095",10.0388249929133,9.70527225404116,9.6884608210109,9.52960095593817,9.40332788568785,9.68195108967938,9.74082558967933,9.60265022825221,9.94532586189483
"67080",8.73183880976534,8.3848987008009,8.73178602827454,6.38752713256263,6.1892426848407,6.29293536767817,5.83505898256763,5.92202791472338,5.99134498890375
"227099",8.2959594312216,7.87729858051648,7.93296690180153,8.26670771392586,7.97072062316601,8.38523270053567,8.39879229043842,8.15216927370508,8.59984029207147
"227102",8.38507699520694,8.50108666510705,7.60825974236187,8.90817091843764,8.56450422076357,9.05846055368548,9.8079972365626,9.64296337807532,9.75376460211939
"72085",8.51850410002631,8.25064895495962,8.32928517517307,7.63464964040243,7.59569197198141,7.92315673600656,8.07552737460523,7.9767970127778,8.38108602971562
"70396",10.2312201979641,9.79431607233915,9.55916659379378,10.5190489302601,10.1403679377778,10.3844061868303,10.427826474336,10.1728862457986,10.3831237513993
"627872",6.1811870367749,6.07813687077484,6.35825131886125,5.62196151104058,5.63339823788637,5.22521032850415,6.00873164522387,5.56572068725179,5.67097887296981
"98267",10.4016388941336,10.3540950280431,10.2998003877095,9.7771880484167,9.5516141817879,9.71551914410096,10.0735698182029,9.5631751445432,9.91062282671328
"329152",7.4758630467954,7.3321544030351,7.95571447015292,6.65514539010776,7.07141516044421,6.92070573235855,6.04599653378253,6.22875870359552,6.62041044438638
