"gene","log2FoldChange","lfcSE","pvalue","padj","padj_manual"
"20745",-4.10495914942966,0.807867814100101,2.82117507218997e-08,1.24990683310909e-07,1.24990683310909e-07
"13805",-1.59950231308148,0.300277109996973,2.8918444957716e-08,1.28087324531363e-07,1.28087324531363e-07
"18104",1.64117256290676,0.307894557236669,2.9081577635439e-08,1.28775375921191e-07,1.28775375921191e-07
"240038",1.44390065346715,0.269746898531408,2.96850051989731e-08,1.31412194948855e-07,1.31412194948855e-07
"72634",1.52055151413132,0.28417099535439,2.98688531010242e-08,1.32190667137866e-07,1.32190667137866e-07
"72265",0.936912782815566,0.171673955746208,2.99731728085305e-08,1.32616848641598e-07,1.32616848641598e-07
"23885",-0.840042382167681,0.153497108108253,3.00736645955345e-08,1.33025869886055e-07,1.33025869886055e-07
"320951",0.791031009193586,0.144295815678893,3.01471793066778e-08,1.3331537558571e-07,1.3331537558571e-07
"192190",2.9128298752012,0.566119702779284,3.0218525398745e-08,1.33595139032162e-07,1.33595139032162e-07
"107607",1.47104289511733,0.274987187486315,3.03227735944113e-08,1.34020173132518e-07,1.34020173132518e-07
"20680",-3.15951970565215,0.618517830791648,3.04156534167865e-08,1.34394747655568e-07,1.34394747655568e-07
"230103",-1.25739241875651,0.233441369710663,3.04716693302614e-08,1.34606278468525e-07,1.34606278468525e-07
"218832",0.627873968860609,0.114210390849923,3.07297115307015e-08,1.35709893561981e-07,1.35709893561981e-07
"75695",-1.51824005644048,0.285140993604725,3.0877899325633e-08,1.36327904875191e-07,1.36327904875191e-07
"230863",-3.82629222786647,0.760606068263184,3.09599393963332e-08,1.36653617682614e-07,1.36653617682614e-07
"338364",1.8783949249748,0.357050733005084,3.09705298999786e-08,1.36663870594406e-07,1.36663870594406e-07
"24108",3.43559628834255,0.673333861834148,3.11140879015512e-08,1.37260708036467e-07,1.37260708036467e-07
"78408",1.13906987017303,0.210617792783784,3.13286513359856e-08,1.38170385961537e-07,1.38170385961537e-07
"12828",-2.42304950453596,0.462525877052766,3.14743270655703e-08,1.38775840595859e-07,1.38775840595859e-07
"20688",-0.901473081441496,0.165453689405635,3.16085499643262e-08,1.3933048824275e-07,1.3933048824275e-07
"110385",2.393866918447,0.461681449627129,3.16767234599386e-08,1.39593772005541e-07,1.39593772005541e-07
"319930",3.76409876761303,0.722144038073269,3.16887725508719e-08,1.39609650923751e-07,1.39609650923751e-07
"73998",0.700809696457046,0.127766822930211,3.18766590005236e-08,1.40399992880004e-07,1.40399992880004e-07
"19272",0.744804598571757,0.135364426473893,3.21239585083549e-08,1.41451527475521e-07,1.41451527475521e-07
"104732",-1.4914732972858,0.279486121544632,3.22132746654522e-08,1.41807038673748e-07,1.41807038673748e-07
"229474",-1.02150804421562,0.188385128341604,3.2298153911487e-08,1.42142833907583e-07,1.42142833907583e-07
"209131",1.124292319231,0.208121269174832,3.27277069769965e-08,1.4399494179658e-07,1.4399494179658e-07
"22272",-0.914009834097798,0.167987969280034,3.29225215849585e-08,1.4481353959536e-07,1.4481353959536e-07
"100503619",2.39855463344723,0.462275350494309,3.29532595382527e-08,1.44910183603968e-07,1.44910183603968e-07
"69693",1.85080175322419,0.351925221995495,3.3346725160025e-08,1.46601427365748e-07,1.46601427365748e-07
"13363",-4.27038204957299,0.819035568462179,3.3432251765263e-08,1.46899288059489e-07,1.46899288059489e-07
"75415",1.01963627636753,0.188237814857521,3.34295567800384e-08,1.46899288059489e-07,1.46899288059489e-07
"22017",-1.22487429837214,0.227431439300665,3.36011896036375e-08,1.47602355606731e-07,1.47602355606731e-07
"229317",0.712238264620469,0.128763803149101,3.3787736766152e-08,1.48382382769525e-07,1.48382382769525e-07
"13185",-1.0964139646043,0.202554410613209,3.39088183846109e-08,1.48874573146778e-07,1.48874573146778e-07
"58521",-1.01890044523478,0.188387508797366,3.46048168428181e-08,1.51889968776363e-07,1.51889968776363e-07
"76448",-1.11479130652002,0.206886026341465,3.49549380454872e-08,1.53386016960951e-07,1.53386016960951e-07
"100042625",-0.798260134150558,0.14657263991503,3.51610521601455e-08,1.54249520224842e-07,1.54249520224842e-07
"97487",0.840181984803177,0.15465143696506,3.53882856696762e-08,1.55205190267909e-07,1.55205190267909e-07
"353237",2.5364329720352,0.49384150641156,3.5539229065955e-08,1.55825850519957e-07,1.55825850519957e-07
"16885",-1.38946402215613,0.259684181566562,3.58840172476593e-08,1.5729589103787e-07,1.5729589103787e-07
"382985",0.966727876739948,0.178189001268999,3.5910054857053e-08,1.5736829448226e-07,1.5736829448226e-07
"11757",0.879391230694455,0.161840223959063,3.59223249320992e-08,1.57380342201855e-07,1.57380342201855e-07
"59033",-4.5609828698167,0.88732616554581,3.64717536222159e-08,1.59745121191105e-07,1.59745121191105e-07
"100038691",-3.63149651426868,0.706760418266736,3.68080811554523e-08,1.61175518278047e-07,1.61175518278047e-07
"15039",0.824294615423193,0.151667559899942,3.71561309479942e-08,1.62656473667994e-07,1.62656473667994e-07
"217219",-1.06808221627415,0.198258283515834,3.74492709731115e-08,1.63876250444963e-07,1.63876250444963e-07
"214137",0.800158980112987,0.147016437520989,3.74545961392057e-08,1.63876250444963e-07,1.63876250444963e-07
"56226",1.25149770264665,0.23334306601482,3.76166521418863e-08,1.64541746468743e-07,1.64541746468743e-07
"216874",0.752309319777978,0.138098008859763,3.76978021247746e-08,1.64853087069451e-07,1.64853087069451e-07
"27078",-1.21655493116897,0.226936497028101,3.77359125006981e-08,1.64976099877424e-07,1.64976099877424e-07
"100502841",0.974353079377003,0.18020329595291,3.78153530283819e-08,1.65279689465667e-07,1.65279689465667e-07
"72821",-3.79437393768733,0.750707355643497,3.78465983849721e-08,1.6537252743949e-07,1.6537252743949e-07
"19171",0.75674668197443,0.138963703897042,3.84928307227041e-08,1.68151821312447e-07,1.68151821312447e-07
"52793",5.04474521067834,0.947903510780525,3.87614160183973e-08,1.69235659478105e-07,1.69235659478105e-07
"654804",2.15723454364211,0.41332608068067,3.87530584762601e-08,1.69235659478105e-07,1.69235659478105e-07
"54153",-2.34292099503389,0.456427310950638,3.96725280199925e-08,1.73167913432922e-07,1.73167913432922e-07
"18972",-1.44549969557744,0.273260333458698,4.05590307638404e-08,1.7699070182848e-07,1.7699070182848e-07
"234912",-1.04540631120725,0.194351119325254,4.08414786739733e-08,1.7817620545811e-07,1.7817620545811e-07
"213948",2.31094795190045,0.450000696023949,4.14679639761553e-08,1.80861594861701e-07,1.80861594861701e-07
"56710",-2.24502216282896,0.434710682260862,4.15264564445035e-08,1.810689330065e-07,1.810689330065e-07
"241638",-1.01477714895272,0.188630350270348,4.20202644252624e-08,1.83173779258858e-07,1.83173779258858e-07
"240025",1.83650044204394,0.352189502113473,4.29262640098609e-08,1.87073858181651e-07,1.87073858181651e-07
"227197",-0.683314856768672,0.125993624517379,4.33749223178635e-08,1.88979300451841e-07,1.88979300451841e-07
"67416",-0.853181660327269,0.157219234733679,4.35525103672199e-08,1.89703029346547e-07,1.89703029346547e-07
"19035",-0.80397860788265,0.14809674006536,4.36027365757291e-08,1.89871769124553e-07,1.89871769124553e-07
"53415",0.955781558402755,0.177610609228238,4.38804540353508e-08,1.91030788834435e-07,1.91030788834435e-07
"56406",0.889132774129188,0.164776942142167,4.40728794037436e-08,1.91817982239042e-07,1.91817982239042e-07
"70025",-1.13522789282171,0.21219974530163,4.45009568382098e-08,1.93630117540302e-07,1.93630117540302e-07
"76332",0.697486916123491,0.128310628060934,4.51487551227161e-08,1.96397084783815e-07,1.96397084783815e-07
"20623",0.721554621110773,0.133094794157215,4.52656347163199e-08,1.96853707408779e-07,1.96853707408779e-07
"381232",2.68282112242631,0.527856498305766,4.55229917176483e-08,1.97920845105925e-07,1.97920845105925e-07
"66632",-0.778027691302444,0.143945120910428,4.57080133012426e-08,1.98673010746658e-07,1.98673010746658e-07
"77945",2.32604234459202,0.453695119434215,4.57593541945402e-08,1.9884388139741e-07,1.9884388139741e-07
"50935",2.04915928763177,0.395917132747536,4.67115541280417e-08,2.02928249602242e-07,2.02928249602242e-07
"67998",0.774402813498284,0.143295331038892,4.71138531443013e-08,2.04622173535286e-07,2.04622173535286e-07
"236539",-1.81581467984905,0.349438439155048,4.71302307355705e-08,2.04639536133171e-07,2.04639536133171e-07
"791088",1.40593866124847,0.266734733303349,4.7234228605369e-08,2.05037237092109e-07,2.05037237092109e-07
"234740",-1.04474321768089,0.195006014500391,4.76081553597876e-08,2.0660614547054e-07,2.0660614547054e-07
"72568",0.801967781670883,0.148789670606927,4.78575542137283e-08,2.07633955683183e-07,2.07633955683183e-07
"66302",0.907697989621726,0.168777248354765,4.79231039598748e-08,2.07863791250782e-07,2.07863791250782e-07
"74895",1.27715765145672,0.240947209723588,4.79694755228054e-08,2.08010343754453e-07,2.08010343754453e-07
"71876",-1.67942260010267,0.320866708364337,4.81621277997871e-08,2.08790971028188e-07,2.08790971028188e-07
"23934",-4.67110850059644,0.91476671369263,4.83387170834234e-08,2.09501571418193e-07,2.09501571418193e-07
"16922",1.44455887756307,0.274245399613346,4.83608904880894e-08,2.0954273126294e-07,2.0954273126294e-07
"57434",-1.30733256479017,0.246721517482716,4.84713625415462e-08,2.09966358179182e-07,2.09966358179182e-07
"106877",-1.54323419185157,0.294445195748138,4.86028799328166e-08,2.10480902617097e-07,2.10480902617097e-07
"230145",-1.3674557294926,0.25847637111361,4.90591116984613e-08,2.12401025766256e-07,2.12401025766256e-07
"230376",-0.911827638548089,0.169900407507678,4.92744881656365e-08,2.132776353438e-07,2.132776353438e-07
"29871",-1.07696492885023,0.202003731374741,4.95781847503729e-08,2.14535966995723e-07,2.14535966995723e-07
"75475",1.15508763011943,0.217064355883431,5.00757660764582e-08,2.16632403361385e-07,2.16632403361385e-07
"242409",-0.925174653502046,0.172619566808316,5.05036563187181e-08,2.18426331488333e-07,2.18426331488333e-07
"66174",-0.932286337329908,0.17409953294652,5.05760898121747e-08,2.18682386763078e-07,2.18682386763078e-07
"217732",-0.704056891367508,0.130583580647249,5.14446318840716e-08,2.22379645670424e-07,2.22379645670424e-07
"217026",0.843841374975209,0.15649191185021,5.1602999020937e-08,2.23005901651265e-07,2.23005901651265e-07
"20129",8.03814267560464,2.6324667802291,5.16320083936787e-08,2.23072947921461e-07,2.23072947921461e-07
"245474",-0.92000308540339,0.171747131389463,5.17389290405426e-08,2.23476482111359e-07,2.23476482111359e-07
"20947",1.09081355401719,0.204186898849401,5.21352402412922e-08,2.25129446496489e-07,2.25129446496489e-07
"104445",1.17892670755563,0.222724362402325,5.21824769564738e-08,2.25274574063858e-07,2.25274574063858e-07
"97863",0.774733307294749,0.143810895320843,5.22814824831383e-08,2.25643056252291e-07,2.25643056252291e-07
"19240",-1.17421093043191,0.221354128924459,5.23298742835606e-08,2.25792957950211e-07,2.25792957950211e-07
"231214",-1.0847587926124,0.203912558092018,5.28631434929703e-08,2.28034384639561e-07,2.28034384639561e-07
"66052",-0.759229357785235,0.141086723841472,5.29539413190167e-08,2.28366462301943e-07,2.28366462301943e-07
"94353",-1.00237953129637,0.187910835721341,5.40068964062807e-08,2.32846634740694e-07,2.32846634740694e-07
"319722",1.75534307169364,0.338286286966647,5.41328922733284e-08,2.33328998507984e-07,2.33328998507984e-07
"69113",0.661460918736094,0.122667215247758,5.43784678277237e-08,2.34326400727913e-07,2.34326400727913e-07
"229658",-1.04931789624174,0.197213386319524,5.47889421292785e-08,2.36033675631215e-07,2.36033675631215e-07
"13197",1.30580919922428,0.247592817160942,5.49189130579354e-08,2.36531952279227e-07,2.36531952279227e-07
"665903",-1.37873084326049,0.262402892059379,5.52008505213285e-08,2.37684308183788e-07,2.37684308183788e-07
"20364",-0.941934395180116,0.176365196278408,5.52719830843859e-08,2.37928614683567e-07,2.37928614683567e-07
"27368",-0.634892216900566,0.117714450240712,5.53771049564082e-08,2.38319069234425e-07,2.38319069234425e-07
"407831",-2.49309846821803,0.488042984391453,5.59683679655351e-08,2.40800916832456e-07,2.40800916832456e-07
"26950",-7.56946272233459,1.53171840447183,5.60657166911216e-08,2.4115698592356e-07,2.4115698592356e-07
"241576",-1.07056502065639,0.201525091055149,5.64238997176876e-08,2.42634511533136e-07,2.42634511533136e-07
"666955",-2.34721533776358,0.46138546549242,5.66858458504539e-08,2.43697537557348e-07,2.43697537557348e-07
"17245",-1.20612760769813,0.228712974666813,5.69764680775586e-08,2.44883259834125e-07,2.44883259834125e-07
"333088",-2.25433708762213,0.440231284261293,5.7115744718203e-08,2.45418055677644e-07,2.45418055677644e-07
"257635",2.18240594923533,0.426509005497327,5.71839476332422e-08,2.4564725945361e-07,2.4564725945361e-07
"20520",0.949666367825394,0.17766093274572,5.73785869199571e-08,2.46419340552583e-07,2.46419340552583e-07
"74440",-0.771118336854367,0.143667296593197,5.78617222009455e-08,2.48429679995228e-07,2.48429679995228e-07
"66290",1.07909863552452,0.203350409417226,5.86171995604803e-08,2.51607974223511e-07,2.51607974223511e-07
"67338",1.08368129927161,0.204080884097516,5.87695938830754e-08,2.52196621725659e-07,2.52196621725659e-07
"83964",-2.08586386352738,0.405516342147347,5.90201758057323e-08,2.53206204533806e-07,2.53206204533806e-07
"260302",1.04767877707997,0.197405604176054,5.92669480993934e-08,2.54198923737149e-07,2.54198923737149e-07
"13196",-0.895352565847162,0.167825058200202,5.98261015497606e-08,2.56530598863176e-07,2.56530598863176e-07
"225523",0.879887349556682,0.164725736132879,6.05546224281632e-08,2.5958711326181e-07,2.5958711326181e-07
"545938",1.2897384826767,0.245245508363724,6.06763818369243e-08,2.60041636443961e-07,2.60041636443961e-07
"238692",1.23239923475881,0.234203582041088,6.1359925417145e-08,2.62902946382946e-07,2.62902946382946e-07
"329502",3.59781106010882,0.719560052778435,6.18097854708775e-08,2.64761791612751e-07,2.64761791612751e-07
"76024",-4.36187297578497,0.842338621982855,6.19449795783379e-08,2.65272153479255e-07,2.65272153479255e-07
"264134",-1.36218692372058,0.260977675410777,6.2029659486611e-08,2.65565985836229e-07,2.65565985836229e-07
"71458",-1.08376894897401,0.204906104369933,6.25105882457086e-08,2.67555676774097e-07,2.67555676774097e-07
"75452",0.640190308847902,0.119253807212789,6.26926571148256e-08,2.68208851079765e-07,2.68208851079765e-07
"56431",-1.09133847442329,0.206371046133869,6.26956443177382e-08,2.68208851079765e-07,2.68208851079765e-07
"269854",-1.47003934726978,0.280659159889468,6.32054788444144e-08,2.70319939275076e-07,2.70319939275076e-07
"94191",7.45022408615493,2.52378267033653,6.3723588466734e-08,2.72464182171247e-07,2.72464182171247e-07
"240514",-1.02332527819128,0.193789849955461,6.37398059562136e-08,2.72464182171247e-07,2.72464182171247e-07
"667631",-1.9116429061096,0.370472824654808,6.37985906247129e-08,2.726449594174e-07,2.726449594174e-07
"68865",0.926210011285802,0.173973271781826,6.43230916212097e-08,2.74815379813543e-07,2.74815379813543e-07
"19735",-1.63638261898167,0.316080589178372,6.43789029120001e-08,2.74982755848931e-07,2.74982755848931e-07
"18554",0.818664371570627,0.152992870029818,6.51267651192197e-08,2.78105251206588e-07,2.78105251206588e-07
"192167",-4.88716850190091,0.952777685741254,6.61233716581753e-08,2.82288051009721e-07,2.82288051009721e-07
"74015",1.45037959957279,0.278672924466826,6.62938175297235e-08,2.82942629425853e-07,2.82942629425853e-07
"13716",1.01512515652028,0.191494928575989,6.70332655132159e-08,2.86024749337496e-07,2.86024749337496e-07
"332937",2.45668755485947,0.487627355076382,6.73468314791143e-08,2.87288548219293e-07,2.87288548219293e-07
"606496",-0.619203597677514,0.11547204461996,6.73920428806766e-08,2.87407241697003e-07,2.87407241697003e-07
"100041449",6.46405851975228,1.35891316568119,6.76739553014137e-08,2.8853507380252e-07,2.8853507380252e-07
"100041012",-3.09647264994565,0.613496938610833,6.80156416188128e-08,2.89917110871319e-07,2.89917110871319e-07
"219033",3.78818710825322,0.766569452925428,6.80819879728386e-08,2.90125099559428e-07,2.90125099559428e-07
"67148",0.900261192885353,0.169559610274602,6.88202559543657e-08,2.93195574980842e-07,2.93195574980842e-07
"12952",1.61994531772391,0.314682528836058,6.93610432050433e-08,2.95423355882341e-07,2.95423355882341e-07
"106795",-1.65728176221048,0.321677761054537,6.9415089479373e-08,2.95577390286975e-07,2.95577390286975e-07
"57915",-0.903361166374389,0.170227609322607,6.96014290562864e-08,2.96294520293694e-07,2.96294520293694e-07
"22781",-1.62139344396556,0.313648064150164,6.97505675344085e-08,2.96852956061733e-07,2.96852956061733e-07
"212442",1.22411668482823,0.23349230867734,7.02095567424606e-08,2.98729465367535e-07,2.98729465367535e-07
"108123",0.72865936384947,0.136513230486615,7.02588390484291e-08,2.98862225803019e-07,2.98862225803019e-07
"218460",0.622841401271553,0.116358154388482,7.02935709406711e-08,2.98933040300821e-07,2.98933040300821e-07
"72692",-0.73537527681083,0.137871306454384,7.06811266283623e-08,3.00503863983238e-07,3.00503863983238e-07
"17882",-8.2535813280723,2.87560760743296,7.08232655437526e-08,3.01030748119884e-07,3.01030748119884e-07
"330010",1.75709078423892,0.342422126139823,7.10605164123872e-08,3.01961526040298e-07,3.01961526040298e-07
"100503147",2.83698213215844,0.566935820602346,7.23785839078088e-08,3.07483421227468e-07,3.07483421227468e-07
"22235",-1.227868407643,0.23411258757936,7.25211677683825e-08,3.08009995686373e-07,3.08009995686373e-07
"210622",-2.40773711463197,0.479664183105074,7.27497184270909e-08,3.08901321756951e-07,3.08901321756951e-07
"385354",-1.42438542465536,0.273931743154298,7.32447750286492e-08,3.10923505707132e-07,3.10923505707132e-07
"791396",1.64930099693012,0.320563788757415,7.39699414676544e-08,3.1392121500907e-07,3.1392121500907e-07
"74648",-0.774390303479893,0.145456845697049,7.4155623919418e-08,3.14628455695067e-07,3.14628455695067e-07
"100038558",-1.94647461350857,0.379811118485855,7.43656249248101e-08,3.15438486016708e-07,3.15438486016708e-07
"225872",-4.35002766205668,0.866587201859984,7.46995483147098e-08,3.1677361047772e-07,3.1677361047772e-07
"22288",-0.857256402822431,0.161478712929757,7.509842771563e-08,3.18383434249644e-07,3.18383434249644e-07
"69008",1.19078625078114,0.227411585073194,7.64846623861597e-08,3.24177299805954e-07,3.24177299805954e-07
"22350",0.938909237847275,0.177592729044562,7.68953854173512e-08,3.25834586246813e-07,3.25834586246813e-07
"74050",3.6920063159607,0.732223983868745,7.71221396175737e-08,3.26711678082648e-07,3.26711678082648e-07
"27384",2.08418321882232,0.411639534153219,7.75322099157261e-08,3.28364701487818e-07,3.28364701487818e-07
"208449",1.56236130624387,0.303677604216574,7.81636756600979e-08,3.30954292689913e-07,3.30954292689913e-07
"68159",2.73587726474243,0.551692281986483,7.82455395564438e-08,3.31216073973884e-07,3.31216073973884e-07
"14723",-1.85444058685718,0.362354861584987,7.87365512143939e-08,3.3320921443265e-07,3.3320921443265e-07
"73739",-1.13568287400583,0.21701177694547,7.89903554499003e-08,3.34197741383889e-07,3.34197741383889e-07
"67549",0.75984875779845,0.143120309874705,7.93699682841174e-08,3.3571790576675e-07,3.3571790576675e-07
"11492",-2.64469263200798,0.532307980082731,7.9392734329121e-08,3.35728293287381e-07,3.35728293287381e-07
"99035",4.16793622602264,0.84736832035748,8.03546859441258e-08,3.39709196587314e-07,3.39709196587314e-07
"320923",-5.68434756485741,1.12003839138087,8.03975290152094e-08,3.3980341463089e-07,3.3980341463089e-07
"28169",0.791112882543803,0.149015317937897,8.1577436602366e-08,3.44702205275335e-07,3.44702205275335e-07
"19016",1.68763312628742,0.329008262959455,8.28809016528099e-08,3.50120445775862e-07,3.50120445775862e-07
"381196",2.59179716257075,0.51827308203516,8.38689246501816e-08,3.54203710901252e-07,3.54203710901252e-07
"78925",-1.04107976166853,0.198545475688855,8.3943357849935e-08,3.54427510921948e-07,3.54427510921948e-07
"19076",-1.06176266745537,0.202553777715022,8.43508829127675e-08,3.55971664460908e-07,3.55971664460908e-07
"16391",-0.876103366316897,0.166014112828206,8.43521481968164e-08,3.55971664460908e-07,3.55971664460908e-07
"11764",0.750321041461426,0.141469255684721,8.44451807550239e-08,3.56273312373799e-07,3.56273312373799e-07
"100503570",1.67954339330969,0.328370264027517,8.45700362484261e-08,3.56709032708978e-07,3.56709032708978e-07
"108802",2.71012482561441,0.542546735937903,8.53886250256155e-08,3.60069890733016e-07,3.60069890733016e-07
"72672",1.40701189842038,0.272164987099157,8.6378975542691e-08,3.64153140964214e-07,3.64153140964214e-07
"16796",1.16163893044273,0.222026717595557,8.71885619285274e-08,3.67472444844099e-07,3.67472444844099e-07
"20979",-7.823610080504,2.77749994332933,8.77693674912617e-08,3.69826062867845e-07,3.69826062867845e-07
"328949",1.05555326935712,0.20158494257488,8.84523065432621e-08,3.7260872251787e-07,3.7260872251787e-07
"245297",-1.48165023574682,0.288013371623553,8.92543659346243e-08,3.75891635388367e-07,3.75891635388367e-07
"209212",1.53651213592954,0.299570246552557,9.20877236780759e-08,3.87725438715893e-07,3.87725438715893e-07
"21956",1.41177507913895,0.274339385716941,9.35115080175444e-08,3.93519660776479e-07,3.93519660776479e-07
"15944",-1.98023112715527,0.394830964205356,9.35076531069248e-08,3.93519660776479e-07,3.93519660776479e-07
"78177",-0.862585055911642,0.164472888563361,9.45726249119521e-08,3.97883810077518e-07,3.97883810077518e-07
"80909",-1.62503691083375,0.318382621669778,9.46534507213672e-08,3.98122529370025e-07,3.98122529370025e-07
"16981",-3.30258673597744,0.658686127217738,9.54166101966241e-08,4.01230365441413e-07,4.01230365441413e-07
"107250",-1.93726329450342,0.385748699931777,9.62359368251273e-08,4.04572745605126e-07,4.04572745605126e-07
"107022",1.0497712007699,0.200855719030722,9.71753439727104e-08,4.08418112349073e-07,4.08418112349073e-07
"17150",-2.56331014239462,0.515852163391215,9.76345945095541e-08,4.10243987606235e-07,4.10243987606235e-07
"22227",-2.91706986885939,0.595403078834966,9.76761139273553e-08,4.10314145671965e-07,4.10314145671965e-07
"74201",-1.60493577512537,0.314927335313525,9.85804923047105e-08,4.14008012651642e-07,4.14008012651642e-07
"15002",2.5312981959841,0.505236081834919,9.86469192708086e-08,4.14181756552316e-07,4.14181756552316e-07
"100502673",0.792086495050407,0.150215379081827,9.89276189963563e-08,4.15254835451948e-07,4.15254835451948e-07
"20971",1.03454231092615,0.19652238092726,9.97714535248196e-08,4.18690562773615e-07,4.18690562773615e-07
"101867",-0.834622789090403,0.158927163167051,9.98725781631915e-08,4.19008557623745e-07,4.19008557623745e-07
"105833",-1.89272993969293,0.373632842786548,1.00008682271778e-07,4.19473107828593e-07,4.19473107828593e-07
"406218",-2.35418127204073,0.476616317106776,1.0027259492525e-07,4.2047336228168e-07,4.2047336228168e-07
"67088",-1.13251416446603,0.218161630424414,1.02268057062024e-07,4.28732179364762e-07,4.28732179364762e-07
"380753",-0.89891001236632,0.171535578980131,1.02605312306902e-07,4.30036970698047e-07,4.30036970698047e-07
"319555",-2.62602370679213,0.525326025093653,1.02831743352039e-07,4.30876734501699e-07,4.30876734501699e-07
"54197",1.10509266134066,0.212653224242967,1.04293307391981e-07,4.36890109272541e-07,4.36890109272541e-07
"59045",1.13762272814121,0.219337331443281,1.04758891109145e-07,4.38729280474833e-07,4.38729280474833e-07
"68953",0.725875545319616,0.13745592311174,1.05111201703421e-07,4.40093253332713e-07,4.40093253332713e-07
"269181",1.95193096778535,0.389462300256755,1.05719053784344e-07,4.42526198798482e-07,4.42526198798482e-07
"171504",1.47882423676586,0.288921408269233,1.05752245023235e-07,4.42553065882042e-07,4.42553065882042e-07
"11819",-1.53779720764266,0.301428677060544,1.06302039234361e-07,4.44741257540873e-07,4.44741257540873e-07
"22390",1.78455642195493,0.351950085510548,1.06965653504336e-07,4.47404416099867e-07,4.47404416099867e-07
"269233",-1.24903902938089,0.242147822313272,1.07559594442851e-07,4.49774878861705e-07,4.49774878861705e-07
"223646",-1.12995116968281,0.218302241314372,1.08183182240144e-07,4.52268083568433e-07,4.52268083568433e-07
"20744",0.722829346124825,0.137400763734502,1.08745865799187e-07,4.54505477031747e-07,4.54505477031747e-07
"109299",-0.898185648723783,0.172068586954282,1.09632511172268e-07,4.58095401839632e-07,4.58095401839632e-07
"20908",1.33427170037937,0.259334874094882,1.10315599179133e-07,4.6083317018728e-07,4.6083317018728e-07
"16558",0.601460712103565,0.11408327125026,1.11845223449204e-07,4.67104988280783e-07,4.67104988280783e-07
"664799",-6.5150179190124,1.43313375010065,1.120723057005e-07,4.67935138476703e-07,4.67935138476703e-07
"74161",-8.25332611482045,2.89925734051044,1.12650197855735e-07,4.70229234988714e-07,4.70229234988714e-07
"93884",-1.68280839782735,0.33184900944133,1.12913886759877e-07,4.71210943736625e-07,4.71210943736625e-07
"68981",-0.753861257207884,0.143883285516577,1.14090958366631e-07,4.76002913124789e-07,4.76002913124789e-07
"69121",4.79379446958604,1.01093048297767,1.16761041428021e-07,4.8701993812899e-07,4.8701993812899e-07
"11569",-1.29033236802813,0.251534601642454,1.17252269550315e-07,4.88945513538523e-07,4.88945513538523e-07
"70971",-6.30695597333379,1.38696537608411,1.17401611849467e-07,4.8944480299412e-07,4.8944480299412e-07
"66456",-1.48641713610834,0.293298355534587,1.17785387174904e-07,4.90920940494495e-07,4.90920940494495e-07
"54170",0.761923858590949,0.145473016666306,1.18513422810061e-07,4.93830824061081e-07,4.93830824061081e-07
"22151",1.15090090710498,0.222836232740702,1.18699759328256e-07,4.94482616354858e-07,4.94482616354858e-07
"234311",1.76141609772923,0.349808509461586,1.19330360015843e-07,4.96984341411412e-07,4.96984341411412e-07
"225743",-2.61465943786014,0.526706553554991,1.19593020023843e-07,4.97930254154505e-07,4.97930254154505e-07
"50995",-0.7591178613119,0.145095772795163,1.19617727722174e-07,4.97930254154505e-07,4.97930254154505e-07
"100503109",2.54017912053248,0.518125989808051,1.20262141859005e-07,5.00486708189667e-07,5.00486708189667e-07
"69938",-2.89216103799452,0.581932504219162,1.20341036967455e-07,5.00688985922989e-07,5.00688985922989e-07
"68897",-1.32023398132774,0.258080759296803,1.21213611419434e-07,5.04192500443693e-07,5.04192500443693e-07
"246221",0.993625465006344,0.191484090280925,1.23352491540571e-07,5.12960172368713e-07,5.12960172368713e-07
"74530",-6.28051137665944,1.38409824590646,1.23462273560466e-07,5.1328757091411e-07,5.1328757091411e-07
"69456",-0.833844127773734,0.160051927554688,1.2367403001071e-07,5.14038651264025e-07,5.14038651264025e-07
"100310809",1.37391526578581,0.268152870701842,1.24617482025952e-07,5.17829808418547e-07,5.17829808418547e-07
"14148",0.976725723333513,0.188253237471598,1.25283195450228e-07,5.20465247748748e-07,5.20465247748748e-07
"627110",1.57758779199309,0.313260850218997,1.25939264151614e-07,5.23059305634717e-07,5.23059305634717e-07
"69487",-0.975688019787551,0.188395834741601,1.2641302567523e-07,5.24895080233999e-07,5.24895080233999e-07
"619288",1.44853839593285,0.284728700451557,1.2697781515753e-07,5.27107806266692e-07,5.27107806266692e-07
"227298",1.03956069318227,0.200951550195049,1.27262183637123e-07,5.28155635330564e-07,5.28155635330564e-07
"13090",6.38416988842339,1.37329214865197,1.27535637514749e-07,5.29157652640262e-07,5.29157652640262e-07
"14863",-1.58609866776276,0.313612415617539,1.2821763510582e-07,5.31853828933299e-07,5.31853828933299e-07
"20286",-0.705114350026589,0.134803759639303,1.2895108720297e-07,5.34762034988735e-07,5.34762034988735e-07
"233765",-0.995816573828586,0.192587502851073,1.30335962491415e-07,5.40369566085552e-07,5.40369566085552e-07
"11482",1.25206279489714,0.24429912296478,1.30760071664943e-07,5.41991972071592e-07,5.41991972071592e-07
"71302",1.98100396356043,0.396964041687532,1.30946505908671e-07,5.42628664494946e-07,5.42628664494946e-07
"14426",-0.96777063082342,0.188299813986713,1.31737012610722e-07,5.4576762367299e-07,5.4576762367299e-07
"11993",0.576025218569859,0.10969778733213,1.31918028670019e-07,5.4638060985102e-07,5.4638060985102e-07
