"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"108682",2642.94487579989,-1.36157409925477,0.328841422400816,1.0585445377591e-05,3.46078742269739e-05
"270109",25.9270695127484,2.90806244155534,0.72964307367524,1.06084920166731e-05,3.46763640568729e-05
"107702",11564.1966649852,0.658236750832293,0.151525249094705,1.06249623122526e-05,3.47233347215373e-05
"229542",1873.58818385192,-0.470098101874037,0.107410450074865,1.06285665956346e-05,3.47282478406483e-05
"67261",27.5780101934704,2.22023104210398,0.555987138176881,1.06437823069639e-05,3.47710912122753e-05
"68215",1203.94124239828,-0.586553689212468,0.134621086483484,1.06812384577157e-05,3.48865583295873e-05
"100503424",80.2310112516881,1.49551487736686,0.361369125383524,1.0732264736648e-05,3.50462931838782e-05
"18039",11.1883707077337,-3.71575429262189,0.918802625890737,1.07617176338311e-05,3.5135530809249e-05
"230753",6693.34642493135,0.508967952343851,0.116481982800095,1.08802104237545e-05,3.55153788121369e-05
"100042100",10.3884921242371,-4.22676129552701,1.03477445731939,1.08983082535646e-05,3.55674304899157e-05
"67912",1108.3704869396,0.854222728655414,0.198460300930668,1.09082037831097e-05,3.55926980921443e-05
"77994",54.8953522524753,-1.56706847961801,0.381715245980983,1.09161483512957e-05,3.5611591128265e-05
"408028",18.7003334303154,-2.71193287581778,0.683141717499233,1.09659146088193e-05,3.57668840733589e-05
"72502",469.717372981049,0.677039924479305,0.155929012756053,1.09754745485888e-05,3.57910030160135e-05
"19303",11257.3845935532,-0.868782679902801,0.202133080155936,1.10019628165879e-05,3.58703048043782e-05
"57370",1931.32030732118,0.708543684867163,0.163427650672157,1.10208653019253e-05,3.59248478487134e-05
"240120",161.971341978213,1.5546315025301,0.376699786022521,1.10513681143131e-05,3.60171756564659e-05
"117167",7952.04391550208,1.15919168121692,0.273875235810112,1.10602949626808e-05,3.60391633615442e-05
"12977",11632.0518703465,-1.95367355349037,0.486245400503498,1.11135225500924e-05,3.62054646734385e-05
