"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"109205",863.082701250078,-8.28229635038318,0.457187739714225,9.98129763824587e-72,6.49570275433875e-70
"105835",1888.24019316387,3.55944220202649,0.200225209427495,1.06171635250573e-71,6.88242012036068e-70
"213019",649.913034692257,4.04793454209018,0.227825622857043,1.13702093715364e-71,7.34177972310535e-70
"330222",1419.80987243315,-6.59912309886017,0.370140536662078,2.34921991598808e-71,1.51099631172307e-69
"66111",14995.6736107508,3.79198405763459,0.214366234623349,2.43238011282422e-71,1.55842028158854e-69
"226922",639.740026034425,-7.98036927103343,0.453327543934644,6.75590770020501e-71,4.31178201870227e-69
"14786",1087.40584221453,3.64676622168775,0.206245278088687,8.2655802163407e-71,5.2550015760043e-69
"80986",676.610050458937,-3.0755947140916,0.174079341471207,9.80574551015658e-71,6.21030548976584e-69
"16008",5565.28227388621,-8.23348878013901,0.466457005790992,1.14079759390688e-70,7.19747489590867e-69
"235633",2592.02718916451,3.16297984516687,0.179234065229267,1.16801606229298e-70,7.3411808021684e-69
"12288",1001.31905839297,-5.04719375209446,0.286255041339751,1.35471147476666e-70,8.48234116586854e-69
"328561",277.125087421366,-6.02776758560495,0.340286040610023,2.78579777053086e-70,1.73770706214623e-68
"22409",1405.95401110769,-7.54525252352776,0.436226769047496,2.83134824884039e-70,1.75948069749367e-68
"65973",6283.1949911808,-2.71177805283249,0.154294534720021,5.03101374410988e-70,3.11470626180286e-68
"12797",11814.6480724101,-8.18184701256352,0.467097385436051,5.88450073583667e-70,3.62950735684255e-68
"69217",769.372992447658,-4.6982029524465,0.268940720455062,9.11901295447073e-70,5.60361651068406e-68
"21367",1304.52537184991,-8.45450202609199,0.477059604214265,9.98144336686001e-70,6.11086143904429e-68
"69655",611.283648615304,2.86758412866813,0.163852513017297,1.60628071759325e-69,9.79771965380679e-68
"72297",227.180576479904,5.03441593325509,0.287949886999913,1.8917704607878e-69,1.14966785723612e-67
"17207",1113.038307638,3.05779941178802,0.174838281975526,1.94030458554633e-69,1.1748437655341e-67
"100043899",1071.61138354138,6.94762266370985,0.398003344995438,1.96616752780781e-69,1.18615873119209e-67
"268860",1478.34392858257,-6.83651858428268,0.388463999401609,1.99076206813294e-69,1.19662898131773e-67
"14585",377.249656312641,-6.63434684690836,0.38498338235077,2.26971566953854e-69,1.35936231947362e-67
